filename,abs_filepath,emotion
Ses05M_script02_1_F005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F005.wav,Anger Sadness Other
Ses05M_script02_1_F011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F011.wav,Anger Sadness Other
Ses05M_script02_1_M024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_M024.wav,Frustration Neutral
Ses05M_script02_1_M030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_M030.wav,Excited
Ses05M_script02_1_M018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_M018.wav,Excited Neutral
Ses05M_script02_1_M020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_M020.wav,Excited Neutral
Ses05M_script02_1_M008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_M008.wav,Excited
Ses05M_script02_1_F015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F015.wav,Frustration
Ses05M_script02_1_F001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F001.wav,Frustration Neutral
Ses05M_script02_1_F000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F000.wav,Frustration Sadness Neutral
Ses05M_script02_1_F014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F014.wav,Anger Frustration
Ses05M_script02_1_M009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_M009.wav,Excited
Ses05M_script02_1_M021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_M021.wav,Excited Neutral
Ses05M_script02_1_M023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_M023.wav,Excited Frustration
Ses05M_script02_1_F002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F002.wav,Anger Frustration Other
Ses05M_script02_1_F016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F016.wav,Sadness Other
Ses05M_script02_1_F017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F017.wav,Anger Sadness Other
Ses05M_script02_1_F003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_F003.wav,Anger Frustration Other
Ses05M_script02_1_M022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05M_script02_1/Ses05M_script02_1_M022.wav,Excited Frustration
Ses05F_impro04_M027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M027.wav,Frustration Neutral
Ses05F_impro04_M033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M033.wav,Frustration Neutral
Ses05F_impro04_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F006.wav,Anger Frustration
Ses05F_impro04_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F012.wav,Anger Frustration
Ses05F_impro04_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F013.wav,Frustration
Ses05F_impro04_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F007.wav,Anger Frustration
Ses05F_impro04_M032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M032.wav,Frustration Neutral
Ses05F_impro04_M026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M026.wav,Frustration Neutral
Ses05F_impro04_M030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M030.wav,Neutral
Ses05F_impro04_M024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M024.wav,Frustration Neutral
Ses05F_impro04_M018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M018.wav,Other Frustration Neutral
Ses05F_impro04_F011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F011.wav,Anger Frustration
Ses05F_impro04_F005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F005.wav,Anger Frustration
Ses05F_impro04_F039,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F039.wav,Frustration Neutral
Ses05F_impro04_F038,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F038.wav,Frustration Neutral
Ses05F_impro04_F004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F004.wav,Frustration Other
Ses05F_impro04_F010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F010.wav,Frustration
Ses05F_impro04_M019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M019.wav,Frustration
Ses05F_impro04_M025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M025.wav,Frustration Neutral
Ses05F_impro04_M031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M031.wav,Neutral
Ses05F_impro04_M009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M009.wav,Frustration Neutral
Ses05F_impro04_M035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M035.wav,Frustration Neutral
Ses05F_impro04_M021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M021.wav,Frustration Neutral
Ses05F_impro04_F028,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F028.wav,Frustration
Ses05F_impro04_F014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F014.wav,Frustration
Ses05F_impro04_F000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F000.wav,Sadness
Ses05F_impro04_F001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F001.wav,Frustration Sadness
Ses05F_impro04_F015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F015.wav,Frustration Sadness
Ses05F_impro04_F029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F029.wav,Frustration Sadness
Ses05F_impro04_M020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M020.wav,Frustration Neutral
Ses05F_impro04_M034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M034.wav,Frustration Neutral
Ses05F_impro04_M008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M008.wav,Frustration Neutral
Ses05F_impro04_M022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M022.wav,Frustration Neutral
Ses05F_impro04_M036,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M036.wav,Frustration Neutral
Ses05F_impro04_F003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F003.wav,Frustration
Ses05F_impro04_F017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F017.wav,Frustration Sadness
Ses05F_impro04_F016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F016.wav,Frustration Sadness
Ses05F_impro04_F002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F002.wav,Frustration Sadness
Ses05F_impro04_M037,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M037.wav,Frustration Neutral
Ses05F_impro04_M023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M023.wav,Frustration Neutral
Ses05F_impro04_M042,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M042.wav,Neutral
Ses05F_impro04_M043,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M043.wav,Neutral
Ses05F_impro04_M041,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M041.wav,Neutral
Ses05F_impro04_M040,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M040.wav,Neutral
Ses05F_impro04_F044,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F044.wav,Happiness Neutral
Ses05F_impro04_F045,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F045.wav,Excited Neutral
Ses05F_impro04_F046,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F046.wav,Excited Happiness Neutral
Ses05F_impro04_F042,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F042.wav,Sadness Neutral
Ses05F_impro04_F043,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F043.wav,Sadness Neutral
Ses05F_impro04_F041,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F041.wav,Sadness Neutral
Ses05F_impro04_F040,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F040.wav,Sadness Neutral
Ses05F_impro04_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M006.wav,Frustration
Ses05F_impro04_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M012.wav,Frustration Neutral
Ses05F_impro04_F027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F027.wav,Frustration Sadness Neutral
Ses05F_impro04_F033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F033.wav,Frustration
Ses05F_impro04_F032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F032.wav,Frustration
Ses05F_impro04_F026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F026.wav,Frustration Sadness
Ses05F_impro04_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M013.wav,Frustration Neutral
Ses05F_impro04_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M007.wav,Anger Neutral
Ses05F_impro04_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M011.wav,Frustration Neutral
Ses05F_impro04_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M005.wav,Frustration Neutral
Ses05F_impro04_M039,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M039.wav,Neutral
Ses05F_impro04_F030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F030.wav,Frustration
Ses05F_impro04_F024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F024.wav,Frustration
Ses05F_impro04_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F018.wav,Anger Frustration Sadness
Ses05F_impro04_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F019.wav,Frustration Sadness
Ses05F_impro04_F025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F025.wav,Anger Frustration
Ses05F_impro04_F031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F031.wav,Frustration
Ses05F_impro04_M038,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M038.wav,Neutral
Ses05F_impro04_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M004.wav,Frustration Neutral
Ses05F_impro04_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M010.wav,Frustration Neutral
Ses05F_impro04_M028,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M028.wav,Neutral
Ses05F_impro04_M014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M014.wav,Frustration
Ses05F_impro04_M000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M000.wav,Frustration Neutral
Ses05F_impro04_F009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F009.wav,Frustration
Ses05F_impro04_F035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F035.wav,Frustration
Ses05F_impro04_F021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F021.wav,Surprise Frustration Neutral
Ses05F_impro04_F020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F020.wav,Frustration
Ses05F_impro04_F034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F034.wav,Frustration
Ses05F_impro04_F008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F008.wav,Anger Frustration
Ses05F_impro04_M001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M001.wav,Frustration Neutral
Ses05F_impro04_M015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M015.wav,Frustration Neutral
Ses05F_impro04_M029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M029.wav,Neutral
Ses05F_impro04_M003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M003.wav,Frustration Neutral
Ses05F_impro04_M017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M017.wav,Other Neutral
Ses05F_impro04_F022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F022.wav,Sadness
Ses05F_impro04_F036,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F036.wav,Frustration
Ses05F_impro04_F037,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F037.wav,Frustration Neutral
Ses05F_impro04_F023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_F023.wav,Frustration Sadness
Ses05F_impro04_M016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M016.wav,Neutral
Ses05F_impro04_M002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro04/Ses05F_impro04_M002.wav,Frustration
Ses05F_impro03_M056,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M056.wav,Excited Happiness Neutral
Ses05F_impro03_M042,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M042.wav,Excited Happiness Neutral
Ses05F_impro03_M043,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M043.wav,Excited Happiness
Ses05F_impro03_M057,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M057.wav,Happiness Neutral
Ses05F_impro03_M041,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M041.wav,Excited Happiness
Ses05F_impro03_M055,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M055.wav,Excited Happiness Neutral
Ses05F_impro03_F048,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F048.wav,Happiness Neutral
Ses05F_impro03_F060,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F060.wav,Happiness
Ses05F_impro03_F049,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F049.wav,Happiness Neutral
Ses05F_impro03_M054,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M054.wav,Excited Happiness Neutral
Ses05F_impro03_M040,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M040.wav,Excited Happiness
Ses05F_impro03_M068,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M068.wav,Excited Happiness
Ses05F_impro03_M044,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M044.wav,Excited Happiness
Ses05F_impro03_M050,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M050.wav,Excited Neutral
